Name,Brand,Price,Discounted Price,Category,Sub-Category,Quantity,Description,BreadCrumbs
Munchilicious Granola - Original,Munchilicious Granola,500,250,Packaged Food,Breakfast Cereals,500 gm,"OverviewBaked with the goodness of oats, almonds, cashews, pumpkin seeds, sunflower seeds and honey, this fibre-rich breakfast is perfect for your healthy and active lifestyle. It makes for the perfect post-workout meal, where every bit is as tasty as it is healthy. Loaded with 80% nuts, seeds and grains. Every bite of this crispy granola is just as delicious as the first.Key Features- Rich in nuts & seeds- Gluten free- Dairy free- No added oil- No added sugar- Trans fat freeHow to UseMunchilicious Granola is specially designed for the health conscious consumer. It is a nourishing ready to eat breakfast cereal at its very best.BenefitsMunchilicious Original is prepared from oats, honey, seeds and dry fruits, which are very important for daily balance nutrition intake.It provides a balance of taste and nourishment.Frequently Asked QuestionsIs it Gluten Free & Healthy?Loaded with 80% nuts, seeds and grains, it is a perfect fibre-rich breakfast. Munchilicious Granola is a rich source of Iron, Zinc, MUFA, PUFA, Omega 6 and Fatty Acids.Care InstructionsContain nuts and may contain occasional traces of lecithin of soya and milk solids.",Packaged Food > Breakfast Cereals
Munchilicious Granola - Dark Chocolate,Munchilicious Granola,650,325,Packaged Food,Breakfast Cereals,500 gm,"OverviewThese little pieces of heavenly nuts coated and combined with the scintillating blend of aromatic dark chocolate is every chocolate lover&rsquo;s paradise. Allow your sweet tooth to relish these little pieces of heavenly nuts coated and combined with the scintillating blend of aromatic dark chocolate. Pretty forgiving in nature, this wholesome choco-nutty snack is the ultimate guilt-free bite for every die hard chocolate lover.Loaded with 56% nuts, seeds and grains!Key Features- Rich in nuts & seeds- Gluten free- No added oil- No added sugarHow to Use- Munchilicious Granola is specially designed for the health conscious consumer. It is a nourishing ready to eat breakfast cereal at its very best.- Munchilicious Granola Dark Chocolate tastes great with dairy or nut milk, yogurt, fresh fruits or by itself as a snack.Benefits- Munchilicious Granola Dark Chocolate is wholesome, packed with nutrition and has a burst of chocolate flavour and crunch.- It is a nourishing ready-to-eat breakfast cereal at its very best.- Packed with fiber rich oats, chocolates, seeds and nuts.- Fuel for an active lifestyle.- It is gluten free, rich in essential micronutrients. It provides a balance of taste and nourishment.Care InstructionsContain nuts and may contain occasional traces of lecithin of soya and milk solids.",Packaged Food > Breakfast Cereals
Munchilicious Granola - Dried Fruits,Munchilicious Granola,650,325,Packaged Food,Breakfast Cereals,500 gm,"OverviewLoaded with nuts, seeds & honey and mixed with the tropical nuance of exotic fruits, Munchilicious Granola Dried Fruits is the perfect exotic healthy breakfast. High in fibre, packed with the goodness of oats, almonds, cashews, sunflower seeds, pumpkin seeds, honey mixed with the tropical nuance of pineapple, strawberry and apricot, Munchilicious Granola Dried Fruits is the perfect healthy breakfast. It is a perfect pick for ones with a sweet tooth, who can consume it with milk, yogurt, or as topping for desserts. It is so tasty that you wont believe its healthy. Loaded with 82% nuts, seeds, grains and fruits!Key Features- Rich in nuts & seeds- Gluten free- No added oil- No added sugarHow to Use- Munchilicious Granola is specially designed for the health conscious consumer. It is a nourishing ready to eat breakfast cereal at its very best.- Tastes great with milk, yogurt or straight out of the box.Benefits- It keeps you going, all day long.- It is a nourishing ready-to-eat breakfast cereal at its very best.- Munchilicious Granola Dried Fruit is made with Fiber rich Oats, Seeds, Nuts and your favourite dried fruits like pineapple, apricots and strawberry.- An irresistible, nourishing and tasty breakfast option or simply a snack to munch.- Gluten-free, with no added sugar and no added oil, it provides a balance of taste and nourishment.Care InstructionsContain nuts and may contain occasional traces of lecithin of soya and milk solids.",Packaged Food > Breakfast Cereals
Tata Soulfull Millet Muesli - Crunchy,Tata Soulfull Millet Muesli,619,309,Packaged Food,Breakfast Cereals,1 kg,Any Other Must-Know Information- Transfer the product into a clean and dry air-tight container. - Prolonged storage and exposure to atmosphere may result in infestation and product becoming soggy. - Consume within 30 days for best food experienceCare InstructionsDo not consume if the seal is found open /damaged,Packaged Food > Breakfast Cereals
Tata Soulfull Millet Muesli - Fruit and Nut,Tata Soulfull Millet Muesli,669,334,Packaged Food,Breakfast Cereals,1 kg,Any Other Must-Know Information- Transfer the product into a clean and dry air-tight container. - Prolonged storage and exposure to atmosphere may result in infestation and product becoming soggy. - Consume within 30 days for best food experienceCare InstructionsDo not consume if the seal is found open /damaged,Packaged Food > Breakfast Cereals
Cadbury Dairy Milk Home Treats Chocolate,Cadbury Dairy Milk,149,94,Packaged Food,Packaged Food,126 gm,India,Packaged Food
Cadbury Choclairs Gold Pouch,Cadbury Choclairs,200,133,Packaged Food,Sweets,605 gm,"
Bring home your favourite choclairs in a super saver home pack perfect for birthday parties and gifting occassions for young kids. This pack comes with 100 choclairs gold eclairs units.
",Packaged Food > Sweets
Amul Chocominis Chocolate Box,Amul,140,119,Packaged Food,Sweets,250 gm,"OverviewAmul Choco Minis are tasty and fun time chocolates made with the goodness of rich creamy milk and delicious cocoa. Indulge in the exquisite taste of Amul Choco Minis that are packed with cocoa and cream. Key Features- Delicious - LightDisclaimerDespite our attempts to provide you with the most accurate information possible, the actual packaging, ingredients and colour of the product may sometimes vary. Please read the label, directions and warnings carefully before use.",Packaged Food > Sweets
Nestle Kitkat Chocolate,Nestle,100,80,Packaged Food,Packaged Food,119 gm,"  OverviewNestle KitKat Wafer Fingers are the ideal snacks for those who really value their break. Its the ideal treat when youre enjoying a break, alone or with friends. Just unwrap the bar and break off one of the wafer fingers, snap it into two and savour the deliciously crispy wafers. Enjoying KitKat in your breaks. HAVE A BREAK, HAVE A KitKat. Allergens: May contain Peanuts.Key FeaturesA delicious wafer bar to make your breaks worth itKitkat is suitable for vegetariansKey IngredientsSugar, Milk solids, Refined wheat flour (Maida), Hydrogenated vegetable fats (contain sesame oil), Edible vegetable fats, Cocoa solids (4.4%), Emulsifier (Soya lecithin), Raising agent (500(ii)), Yeast, Flour treatment agents (516 and 1101(i)) and Iodized salt. MAY CONTAIN PEANUTS.Care InstructionStore in a cool, dry and hygienic place. Humidity and temperature may cause the product to develop a whitish layer, this does not affect its fitness for consumption.Any Other Must-Know InformationAllergens: May contain Peanuts.About the BrandThey are the Good food, Good life company. They believe in the power of food to enhance lives. Good food nourishes and delights the senses. It helps children grow healthy, pets thrive, parents age gracefully and everyone live life to the fullest. Good food brings us together. Good food also respects our planet and protects resources for future generations.At Nestlé, they constantly explore and push the boundaries of what is possible with foods, beverages, and nutritional health solutions to enhance quality of life and contribute to a healthier future. We focus our energy and resources where unlocking the power of food can make the greatest difference to the lives of people and pets, protect and enhance the environment, and generate significant value for our shareholders and stakeholders alike. ",Packaged Food
Amul Dark Chocolate,Amul,110,95,Packaged Food,Packaged Food,150 gm,"OverviewAmul Dark Chocolate is made with the finest ingredients and rich cocoa. Its strong flavour and silky texture is just what you need to fall in love with pure cocoa for its authentic taste.IngredientsSugar, Cocoa Solids, Cocoa Butter, Permitted Emulsifiers (E322, E476). Contains Added Flavours (Artificial Flavouring Substances - Cocoa and Vanilla).How to UseThis chocolate is a treat that can be unwrapped anytime, anywhere. It is the perfect sweet snack for someone with a sweet tooth, and is favoured by children as well as adults!",Packaged Food
Cadbury Dairy Milk Silk Fruit & Nut Chocolate,Cadbury Dairy Milk Silk,175,148,Packaged Food,Packaged Food,137 gm,India,Packaged Food
Cadbury 5 Star Home Treat Chocolate,Cadbury 5 Star,149,95,Packaged Food,Packaged Food,200 gm,India,Packaged Food
Nestle Munch Share Bag,Nestle,100,80,Packaged Food,Packaged Food,187.2 gm,"Overview Nestle Munch brings to you a wafer-based crunchilicious bar resulting in an explosive multi-sensorial crunch. Munch chocolate lets you discover something new with every bite. The chocolaty crunch gives Munch a sweet and delicious taste, so you can savour every bite. It&rsquo;s the same irresistible taste that you have loved for years containing yummy chocolate treats so you can have a fun time with family and friends. With each bar discover sensations, flavours and textures, unlike anything you&rsquo;ve had before. Savouring chocolate as part of a balanced diet is one of life&rsquo;s little pleasures and this Munch makes a perfect chocolaty treat with each portion of 10.4g containing approx. 54 kcal. So, break your way to mouth-watering Munch chocolate recipes or enjoy a Munch bar as it is.  Allergens: May contain Peanuts. *Milk refers to milk solids. Wafer based crunchilicious Munch chocolate for home Munch offers an unforgettable multi-sensorial experience Each bar (10.4g) portion contains approx. 54 calories Contains yummy treats for a fun time with family & friends With each bar discover sensations, flavours and textures, unlike anything you&rsquo;ve had before.  Ingredients Sugar, Refined Wheat Flour (maida), Hydrogenated Vegetable Fats (contain Sesame Oil), Milk Solids, Edible Vegetable Fats, Cocoa Solids, Emulsifier (soya Lecithin), Raising Agent, Yeast, Flour Treatment Agents, and Iodized Salt. Contains Added Flavour (artificial (vanilla) Flavouring Substances). May Contains Peanuts  How to Use Ready to eat.  Storage Store in a cool, dry and hygienic place.",Packaged Food
Cadbury Dairy Milk Silk Chocolate,Cadbury Dairy Milk Silk,75,63,Packaged Food,Packaged Food,60 gm,"
*Actual packaging may vary from the Image

Note : Product in stock will be delivered basis availability
",Packaged Food
Cadbury Dairy Milk Silk Chocolate,Cadbury Dairy Milk Silk,170,140,Packaged Food,Packaged Food,150 gm,"
*Actual packaging may vary from the Image

Note : Product in stock will be delivered basis availability
",Packaged Food
Ferrero Rocher - 16 Pieces,Ferrero Rocher,529,423,Packaged Food,Packaged Food,200 gm,"
Ferrero Rocher offers a unique taste experience of contrasting layers: a whole crunchy hazelnut in the heart, a delicious creamy hazelnut filling, a crisp wafer shell covered with chocolate and gently roasted pieces. And thanks to its inimitable golden wrapper Ferrero Rocher is even more unique and special.

*Actual packaging may vary from the Image
",Packaged Food
Cadbury Dairy Milk Silk Home Treats,Cadbury,200,140,Packaged Food,Packaged Food,162 gm,"
*Actual packaging may vary from the Image

Note : Product in stock will be delivered basis availability
",Packaged Food
Amul Fruit 'N' Nut Dark Chocolate,Amul,110,94,Packaged Food,Packaged Food,150 gm,"OverviewCrunchy almonds and handpicked juicy raisins, studded in the smooth texture of dark chocolate. With 55% cocoa, Amul Fruit 'N Nut chocolate is a classic combination, celebrated for decades and relished even today.Key Features- 55% dark chocolate- Full of raisins and almonds- No milk solids- No vegetable fat- Pure cocoa butter and solids",Packaged Food
Cadbury Dairy Milk,Cadbury,100,85,Packaged Food,Packaged Food,126 gm,"OverviewYour favorite Cadbury Dairy Milk chocolate now in a much loved format of a big bar.IngredientsSugar,Milk Solids(22%),Cocoa Butter,Cocoa Solids Edible Vegitable Fats,Emulsifier(422,476)Contains Added Flavour.Key FeaturesPackaged for the perfect family momentsTo be shared and relished with your loved ones at homeShelf LifeBest before 12 months from the date of packaging.Storage ConditionStore in a cool and hygienic place.",Packaged Food
